EWHA_ORI_SPID	DB_Chemical_name	FINAL_CID	Hepatotoxicity	SCORE	HLT	PT	LIVERTOX_SCORE	LIVERTOX_REF_CONT	REF_FILE_NAME	REF_FILE_PAGE	SAMPLE_CLASS
LV_265	DDT	3036	0	3	NO_HLT	NO_PT	E	There have been no individual published case reports of clinically apparent liver injury attributed to mitotane, but its general use has been limited, as adrenocortical carcinoma is rare.	Mitotane.pdf	1	T_0_3
LV_266	Decitabine	451668	0	3	NO_HLT	NO_PT	E*	but all were self-limited and no clinically apparent liver injury was reported	Decitabine.pdf	1	T_0_3
LV_267	Deferasirox	214348	1	3	Hepatocellular damage and hepatitis NEC	Hepatocellular injury	C	The pattern of liver injury was typically hepatocellular or mixed with prominent elevations in serum aminotransferase levels. Immunoallergic and autoimmune features were absent.	Deferasirox.pdf	1	T_1_3
LV_268	Deferoxamine	2973	0	3	NO_HLT	NO_PT	E	In large clinical trials, elevations in serum aminotransferase levels were rare in patients receiving deferoxamine and instances of acute, clinically apparent liver injury were not reported.	Deferoxamine.pdf	1	T_0_3
LV_269	Defibrotide	135565962	0	3	NO_HLT	NO_PT	E	Defibrotide therapy has not been linked to serum aminotransferase elevations or with instances of clinically apparent liver injury separate from the features of SOS for which it is given.	Defibrotide.pdf	1	T_0_3
LV_270	Degarelix	16136245	0	3	NO_HLT	NO_PT	E	 Since its approval and more widescale use, there have been no published reports of clinically apparent liver injury attributed to degarelix, although its general use has been limited.	Degarelix.pdf	1	T_0_3
LV_271	Delafloxacin	11578213	0	3	NO_HLT	NO_PT	E	delafloxacin is a relatively recently introduced antibiotic and has yet to be convincingly linked to instances of acute hepatitis or jaundice.	Delafloxacin.pdf	1	T_0_3
LV_272	Delafloxacin	11578213	0	3	NO_HLT	NO_PT	E	In addition, cases with a cholestatic pattern of serum enzymes may run a prolonged course and, in rare instances, have progressed to chronic vanishing bile duct syndrome leading to liver failure.	Delafloxacin.pdf	1	T_0_3
LV_273	Delavirdine	5625	1	3	Hepatic failure and associated disorders	Hepatic failure	E*	Clinically apparent hepatotoxicity due to delavirdine must be rare, as individual case reports of hepatitis or jaundice have not been published. Nevertheless, cases of hepatitis, jaundice and hepatic failure have been reported to the sponsor and are mentioned in the product label. 	Delavirdine.pdf	1	T_1_3
LV_274	Demeclocycline Hydrochloride	54686764	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	E	demeclocycline is a tetracycline derivative and is likely to cause liver injury similar to other oral tetracyclines.	Demeclocycline.pdf	1	T_1_3
LV_275	Desflurane	42113	1	3	Cholestasis and jaundice	Jaundice	C	The injury is marked by acute elevations in serum aminotransferase levels (5- to 50-fold) and appearance of jaundice within 2 to 21 days of surgery. 	Desflurane.pdf	1	T_1_3
LV_276	Desipramine	2995	1	3	Cholestasis and jaundice	Jaundice cholestatic	D	The onset of jaundice is usually within 1 to 8 weeks of starting the antidepressant, and the pattern of serum enzyme elevations can be either hepatocellular or cholestatic.	Desipramine.pdf	1	T_1_3
LV_277	Desirudin	16129703	0	3	NO_HLT	NO_PT	E	In the large prelicensure clinical trials of desirudin, serum aminotransferase and alkaline phosphatase elevations were not reported. Furthermore, there have been no case reports of clinically apparent liver injury attributable to desirudin therapy.	Desirudin.pdf	1	T_0_3
LV_278	Desloratadine	124087	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	E*	 In addition, rare instances of clinically apparent liver injury attributed to loratadine and desloratadine use have been reported as isolated case reports.	LoratadineDesloratad.pdf	1	T_1_3
LV_279	Desogestrel	40973	1	3	Cholestasis and jaundice	Cholestasis	A	Finally, rare instances of cholestasis with bland hepatic injury that is typical of estrogen induced liver injury have been reported with use of progestins alone.	Progestins.pdf	2	T_1_3
LV_280	Desvenlafaxine	125017	0	3	NO_HLT	NO_PT	E	Liver test abnormalities have been reported to occur in less than 1% of patients on venlafaxine or desvenlafaxine, and elevations are usually modest and usually do not require dose modification or discontinuation. 	Venlafaxine.pdf	1	T_0_3
LV_281	Deutetrabenazine	45255840	0	3	NO_HLT	NO_PT	E	Since licensure, there have been no published reports of clinically apparent liver injury, jaundice or hepatitis attributed to deutetrabenazine.	Tetrabenazine.pdf	2	T_0_3
LV_282	Dexamethasone	5743	0	3	NO_HLT	NO_PT	NO_SCORE	Thus, the hepatic complications of corticosteroids are mostly associated with high intravenous dosing usually represent the worsening or triggering of an underlying liver disease and rarely are the result of drug hepatotoxicity.	Corticosteroids.pdf	4	T_0_3
LV_283	Dexbrompheniramine	16960	0	3	NO_HLT	NO_PT	NO_SCORE	Despite widespread use, the first generation antihistamines such as brompheniramine and chlorpheniramine have rarely been linked to liver test abnormalities or to clinically apparent liver injury. 	BrompheniramineChlor.pdf	1	T_0_3
LV_284	Dexchlorpheniramine	33036	0	3	NO_HLT	NO_PT	NO_SCORE	Despite widespread use, the first generation antihistamines such as brompheniramine and chlorpheniramine have rarely been linked to liver test abnormalities or to clinically apparent liver injury. 	BrompheniramineChlor.pdf	1	T_0_3
LV_285	Dexlansoprazole	9578005	1	3	Hepatocellular damage and hepatitis NEC	Mixed liver injury	C	the time to onset was within 2 to 4 weeks and the pattern of enzyme elevations was hepatocellular or mixed. 	Lansoprazole.pdf	1	T_1_3
LV_286	Dextroamphetamine	5826	0	3	NO_HLT	NO_PT	E	Furthermore, despite widescale use, there have not been reports of clinically apparent liver injury due to modafinil or armodafinil. 	ModafinilArmodafinil.pdf	1	T_0_3
LV_287	Diazepam	3016	0	3	NO_HLT	NO_PT	D	Diazepam, as with other benzodiazepines, is rarely associated with serum ALT elevations, and clinically apparent liver injury from diazepam is extremely rare.	DiazepamIV.pdf	1	T_0_3
LV_288	Diazepam	3016	1	3	ETC	ETC	E	The onset of injury after oral use ranged from 4 to 12 weeks, and the typical pattern of serum enzyme elevations was cholestatic or mixed.	DiazepamOral.pdf	1	T_1_3
LV_289	Diclofenac	3033	1	3	Cholestasis and jaundice	Jaundice	A	The pattern of injury is almost exclusively hepatocellular, although cases presenting with mixed patterns have been reported. The clinical picture is that of jaundice preceded by anorexia, nausea, vomiting and malaise. Fever and rash occur in 25% of cases and some cases have immunoallergic features, while others resemble chronic hepatitis and have autoimmune features.	Diclofenac.pdf	2	T_1_3
LV_290	Dicloxacillin	18381	1	3	Cholestasis and jaundice	Hepatitis cholestatic	B	The typical time to onset is 1 to 6 weeks and the pattern of serum enzyme elevations is usually cholestatic, although cases with a mixed pattern have also been described (Case 1).	Dicloxacillin.pdf	1	T_1_3
LV_291	Dicloxacillin	18381	1	3	Cholestasis and jaundice	Hepatitis cholestatic	B	Dicloxacillin therapy has not been associated with serum enzyme elevations during treatment, but has been linked to rare instances of clinically apparent, cholestatic hepatitis.	Dicloxacillin.pdf	1	T_1_3
LV_292	Dicyclomine	3042	0	3	NO_HLT	NO_PT	NO_SCORE	Like other anticholinergic agents, dicyclomine has not been linked to episodes of liver enzyme elevations or clinically apparent liver injury.	Dicyclomine.pdf	1	T_0_3
LV_293	Didanosine	135398739	1	3	Hepatic vascular disorders	Non-cirrhotic portal hypertension	A	A final form of didanosine associated liver injury is noncirrhotic portal hypertension due to nodular regenerative hyperplasia or hepatoportal sclerosis (Case 4)	Didanosine.pdf	2	T_1_3
LV_294	Diethylpropion	7029	0	3	NO_HLT	NO_PT	E	Despite long term availability and wide use of diethylpropion, there have been no published reports linking it to clinically apparent acute liver injury.	Diethylpropion.pdf	1	T_0_3
LV_295	Diflunisal	3059	1	3	Cholestasis and jaundice	Cholestasis	C	The latency to onset ranges from 1 to 4 weeks and the pattern of enzyme elevations is typically cholestatic, but can also be mixed. 	Diflunisal.pdf	1	T_1_3
LV_296	Digitoxin	441207	0	3	NO_HLT	NO_PT	E	Despite widespread use for many decades, the cardiac glycosides have not been implicated in cases of clinically apparent liver injury.	CardiacGlycosides.pdf	1	T_0_3
LV_297	Digoxin	2724385	0	3	NO_HLT	NO_PT	E	Despite widespread use for many decades, the cardiac glycosides have not been implicated in cases of clinically apparent liver injury.	CardiacGlycosides.pdf	1	T_0_3
LV_298	Dihydroergotamine	10531	0	3	NO_HLT	NO_PT	E	 the ergotamines have not been implicated in cases of clinically apparent liver injury and product labels do not mention ALT elevations or liver injury as potential adverse events.	ErgotAlkaloids.pdf	1	T_0_3
LV_299	Diltiazem	39186	1	3	Cholestasis and jaundice	Cholestasis	C	Most cases attributed to diltiazem have been marked by a short latency period (3 to 14 days) and features of hypersensitivity with fever, rash and eosinophilia. The pattern of liver injury was ranged from cholestatic to hepatocellular.	Diltiazem.pdf	1	T_1_3
LV_300	Diltiazem	39186	1	3	Cholestasis and jaundice	Cholestasis	C	The pattern of liver injury was ranged from cholestatic to hepatocellular.	Diltiazem.pdf	2	T_1_3
LV_301	Dimenhydrinate	10660	0	3	NO_HLT	NO_PT	E	Despite widespread use, dimenhydrinate has not been linked to liver test abnormalities or to clinically apparent liver injury.	Dimenhydrinate.pdf	1	T_0_3
LV_302	Dimercaprol	3080	0	3	NO_HLT	NO_PT	E	There have been no clinical reports of acute liver injury with jaundice attributed to dimercaprol.	Dimercaprol.pdf	1	T_0_3
LV_303	Dimethyl Fumarate	637568	1	3	Cholestasis and jaundice	Jaundice	C	several cases of clinically apparent liver injury with jaundice were reported within 2-3 years of its approval and more wide scale use.	DimethylFumarate.pdf	1	T_1_3
LV_304	Dimethylamylamine	19026794	1	3	Cholestasis and jaundice	Jaundice	A	The typical presenting symptoms were fatigue, nausea, and abdominal pain followed by dark urine and jaundice.	OxyELITEPro.pdf	1	T_1_3
LV_305	Diphenoxylate	13505	0	3	NO_HLT	NO_PT	NO_SCORE	There have been no convincing cases of idiosyncratic acute, clinically apparent liver injury attributed to diphenoxylate.	Diphenoxylate.pdf	1	T_0_3
LV_306	Dipyridamole	3108	0	3	NO_HLT	NO_PT	E	Cases of clinically apparent acute liver injury from dipyridamole have not been published although hepatitis is listed as a potential side effect in the product label.	Dipyridamole.pdf	1	T_0_3
LV_307	Disopyramide	3114	1	3	Hepatic enzymes and function abnormalities	Hepatic function abnormal	B	In clinical trials, disopyramide was associated with a low rate of serum aminotransferase and alkaline phosphatase elevations.	Disopyramide.pdf	1	T_1_3
LV_308	Disulfiram	3117	1	3	Cholestasis and jaundice	Jaundice	A	Rash, fever and eosinophilia are not uncommon, but are rarely severe. The injury can be severe (Case 3) and the fatality rate is at least 10% in cases with jaundice. Rechallenge or reexposure is usually associated with rapid recurrence of liver injury and should be avoided.	Disulfiram.pdf	1	T_1_3
LV_309	Docetaxel	148124	1	3	Cholestasis and jaundice	Jaundice	C	The typical case arises within days of the infusion of docetaxel and is associated with rapid, marked rises in serum aminotransferase levels with subsequent appearance of jaundice.	Docetaxel.pdf	2	T_1_3
LV_310	Docusate	11339	0	3	NO_HLT	NO_PT	E	There have been no cases of clinically apparent liver injury attributable to docusate published in the literature and, thus, significant liver injury from docusate must be exceedingly rare, if it occurs at all.	Docusate.pdf	1	T_0_3
LV_311	Dofetilide	71329	0	3	NO_HLT	NO_PT	E	Despite this, dofetilide has not been linked to instances of clinically apparent liver injury with symptoms or jaundice.	Dofetilide.pdf	1	T_0_3
LV_312	Dolasetron	3033818	0	3	NO_HLT	NO_PT	E	The 5-HT3 receptor antagonists have been linked to occasional instances of serum enzyme elevations during therapy, but these are generally mild and asymptomatic, resolving rapidly.	S5HT3RcptAntagonist.pdf	2	T_0_3
LV_313	Dolutegravir	54726191	1	3	Cholestasis and jaundice	Jaundice	D	A few instances of acute liver injury with jaundice were described in the registration trials for dolutegravir which occurred in association with hypersensitivity reactions and resolved with drug discontinuation.	Dolutegravir.pdf	1	T_1_3
LV_314	Donepezil	3152	1	3	Cholestasis and jaundice	Cholestasis	D	The time to onset was short (1 to 6 weeks) and the pattern of serum enzyme elevations was cholestatic or mixed. 	Donepezil.pdf	1	T_1_3
LV_315	Doravirine	58460047	0	3	NO_HLT	NO_PT	E	Serum aminotransferase elevations were reported in 13% of patients on doravirine therapy, but elevations above 5 times the upper limit of normal were uncommon, occurring in 1% or less of patients.	Doravirine.pdf	1	T_0_3
LV_316	Doripenem	73303	1	3	Cholestasis and jaundice	Jaundice cholestatic	E*	Nevertheless, several instances of cholestatic jaundice arising during or shortly after therapy have been reported with other carbapenems. The latency to onset has been within 1 to 3 weeks and the pattern of enzyme elevations is usually cholestatic.	Doripenem.pdf	1	T_1_3
LV_317	Doripenem	73303	1	3	Cholestasis and jaundice	Jaundice cholestatic	E*	Nevertheless, several instances of cholestatic jaundice arising during or shortly after therapy have been reported with other carbapenems.	Doripenem.pdf	1	T_1_3
LV_318	Doxazosin	3157	1	3	Cholestasis and jaundice	Hepatitis cholestatic	E*	No instances of clinically apparent acute liver injury due to doxazosin have been published in the literature, but reports of cholestatic hepatitis have been received by the sponsor. 	Doxazosin.pdf	1	T_1_3
LV_319	Doxorubicin	31703	1	3	Cholestasis and jaundice	Jaundice	B	instances of acute liver injury with symptoms and jaundice have been reported with doxorubicin and rarely also with epirubicin and idarubicin.	DoxorubicinEpirubici.pdf	1	T_1_3
LV_320	Doxycycline Monohydrate	54684461	1	3	Cholestasis and jaundice	Hepatitis cholestatic	B	The pattern of injury ranges from hepatocellular to cholestatic and is probably most commonly mixed. The onset is often abrupt and can be accompanied by signs of hypersensitivity, such as fever, rash and eosinophilia (DRESS syndrome).	Doxycycline.pdf	1	T_1_3
LV_321	Doxycycline Monohydrate	54684461	1	3	Cholestasis and jaundice	Hepatitis cholestatic	B	he pattern of injury ranges from hepatocellular to cholestatic and is probably most commonly mixed.	Doxycycline.pdf	1	T_1_3
LV_322	Dronedarone	208898	1	3	Cholestasis and jaundice	Jaundice hepatocellular	C	dronedarone has been linked to several cases of clinically apparent liver injury with jaundice, some of which have been severe.	Dronedarone.pdf	1	T_1_3
LV_323	Dronedarone	208898	1	3	Cholestasis and jaundice	Jaundice hepatocellular	C	Hepatic injury arises after 1 to 6 months of therapy presenting with jaundice and fatigue, usually with a hepatocellular pattern of enzyme elevations. 	Dronedarone.pdf	1	T_1_3
LV_324	Droxidopa	92974	0	3	NO_HLT	NO_PT	E	There were no episodes of clinically apparent liver injury reported in the preregistration trials of droxidopa, and since its approval there have been no published reports of droxidopa hepatotoxicity.	Droxidopa.pdf	1	T_0_3
LV_325	Duloxetine	60835	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	B	clinically apparent episodes of liver injury with marked liver enzyme elevations with or without jaundice have been reported in patients on duloxetine.	Duloxetine.pdf	2	T_1_3
LV_326	Dutasteride	6918296	0	3	NO_HLT	NO_PT	E	There have been no published reports of clinically apparent liver injury due to dutasteride therapy.	Dutasteride.pdf	1	T_0_3
LV_327	Duvelisib	50905713	1	3	Hepatic enzymes and function abnormalities	Hepatic function abnormal	E	While there were no reported cases of clinically apparent liver injury with jaundice, up to 35% of patients discontinued duvelisib because of serum enzyme elevations and all patients were followed carefully during treatment.	Duvelisib.pdf	1	T_1_3
LV_328	Dydrogesterone	9051	1	3	Cholestasis and jaundice	Cholestasis	A	Finally, rare instances of cholestasis with bland hepatic injury that is typical of estrogen induced liver injury have been reported with use of progestins alone.	Progestins.pdf	2	T_1_3
LV_329	Edoxaban	10280735	0	3	NO_HLT	NO_PT	E	no instances of clinically apparent liver injury were reported, but experience in large numbers of patients treated for extend periods of time is limited.	Edoxaban.pdf	1	T_0_3
LV_330	Efavirenz	64139	1	3	Cholestasis and jaundice	Cholestasis	A	The serum enzyme pattern is variable, typically cholestatic or mixed, but sometimes hepatocellular, these cases being more severe, likely to show submassive necrosis on liver biopsy and associated with a high fatality rate.	Efavirenz.pdf	1	T_1_3
LV_331	Epigallocatechin Gallate	65064	1	3	Hepatocellular damage and hepatitis NEC	Hepatic necrosis	B	Liver biopsies showed an acute hepatitis-like picture, and severe cases were associated with confluent , submassive or massive necrosis. 	Hydroxycut.pdf	2	T_1_3
LV_332	Elagolix	11250647	0	3	NO_HLT	NO_PT	E	Since its approval and more widescale use, there have been no published reports of clinically apparent liver injury attributed to elagolix.	Elagolix.pdf	1	T_0_3
LV_333	Elbasvir	71661251	1	3	ETC	ETC	E	In some instances, ALT levels rose above 10 times the upper limit of normal, but these elevations were not accompanied by symptoms or jaundice and were invariably self-limited. In the many preregistration trials, Zepatier was not associated with instances of clinically apparent liver injury.	Zepatier.pdf	1	T_1_3
LV_334	Eletriptan	77993	0	3	NO_HLT	NO_PT	E	In large prospective controlled trials, the different triptans have not been associated with serum enzyme elevations or hepatotoxicity	SerotoninRcptAgonist.pdf	2	T_0_3
LV_335	Elexacaftor	134587348	1	3	Hepatic fibrosis and cirrhosis	Portal fibrosis	D	Patients with cystic fibrosis can, not infrequently, have underlying liver disease with chronic, intermittent serum aminotransferase and alkaline phosphatase elevations, occasionally associated with progressive fibrosis or nodular regenerative hyperplasia and non-cirrhotic portal hypertension.	IvacaftorLumacaftor.pdf	2	T_1_3
LV_336	Eliglustat	23652731	0	3	NO_HLT	NO_PT	E	During these premarketing clinical trials and since its more widespread clinical availability, no instances of acute liver injury with jaundice have been reported attributable to eliglustat	Eliglustat.pdf	1	T_0_3
LV_337	Elotuzumab	96026017	1	3	Hepatocellular damage and hepatitis NEC	Drug-induced liver injury	D	The Food and Drug Administration analysis of submitted results described one case of suspected injury due to elotuzumab with jaundice and serum ALT elevations and a liver biopsy demonstrating possible drug induced liver injury.	Elotuzumab.pdf	1	T_1_3
LV_338	Eltrombopag	135449332	1	3	ETC	ETC	E	Despite this, there have been no published reports of idiosyncratic clinically apparent liver injury attributable to eltrombopag therapy in the medical literature and the clinical characteristics, timing on onset, pattern of enzyme elevations and response to withdrawal of therapy of the liver injury attributed to the drug have not been described.	ThrombopoietinRecept.pdf	2	T_1_3
LV_339	Eluxadoline	11250029	1	3	Bile duct disorders	Bile duct disorders	C	Jaundice is rare and the liver test abnormalities are most likely due to partial bile duct obstruction.	Eluxadoline.pdf	2	T_1_3
LV_340	Elvitegravir	5277135	0	3	NO_HLT	NO_PT	E*	No specific reports of clinically apparent liver injury attributed to elvitegravir have appeared in the published literature.	Elvitegravir_Cobicis.pdf	2	T_0_3
LV_341	Elvitegravir	5277135	0	3	NO_HLT	NO_PT	E*	Most serum enzyme elevations with elvitegravir based regimens were transient and asymptomatic, and occurred in patients with known underlying chronic liver disease such as hepatitis B or C or alcoholic liver disease.	Elvitegravir_Cobicis.pdf	2	T_0_3
LV_342	Empagliflozin	11949646	1	3	Cholestasis and jaundice	Jaundice	E	During prelicensure studies, no instances of clinically apparent acute liver injury were convincingly linked to use of the SGLT-2 inhibitors, and serum enzyme elevations accompanied by jaundice occurred equally in the actively treated and placebo groups.	SGLT-2_Inhibitors.pdf	2	T_1_3
LV_343	Emtricitabine	60877	0	3	NO_HLT	NO_PT	NO_SCORE	There is little evidence for direct hepatotoxicity of emtricitabine and it has not been specifically implicated in cases of lactic acidosis with steatosis and hepatic failure.	Emtricitabine.pdf	1	T_0_3
LV_344	Enalapril	5388962	1	3	Hepatocellular damage and hepatitis NEC	Cholestatic liver injury	B	There have also been striking instances of enalapril liver injury with a hepatocellular pattern. These cases typically have a long latency (one or more years), some of which have been severe and fatal.	Enalapril.pdf	1	T_1_3
LV_345	Enalapril	5388962	1	3	Hepatocellular damage and hepatitis NEC	Cholestatic liver injury	B	The onset is usually within 2 to 12 weeks of starting therapy and the serum enzyme pattern is typically cholestatic.	Enalapril.pdf	1	T_1_3
LV_346	Enasidenib	89683805	0	3	NO_HLT	NO_PT	E	In pooled analysis of prelicensure clinical studies in 345 subjects, there were no cases of clinically apparent liver injury or deaths from liver disease.	Enasidenib.pdf	1	T_0_3
LV_347	Encorafenib	50922675	1	3	Hepatic enzymes and function abnormalities	Hepatic function abnormal	E	In large clinical trials of the combination of encorafenib and binimetinib, abnormalities in routine liver tests were common and serum ALT elevations occurred in 26% of patients.	EncorafenibBinimetin.pdf	1	T_1_3
LV_348	Enflurane	3226	1	3	Cholestasis and jaundice	Jaundice	B	The injury resembles halothane hepatotoxicity and is marked by acute elevations in serum aminotransferase levels (5- to 50-fold) and appearance of jaundice 2 to 21 days after surgery and anesthesia.	Enflurane.pdf	1	T_1_3
LV_349	Entacapone	5281081	1	3	Cholestasis and jaundice	Jaundice cholestatic	D	Subsequently, isolated instances of hepatotoxicity have been reported to the sponsor, injury arising 2 to 6 weeks after starting entacapone with mild jaundice and cholestatic pattern of liver enzyme elevations, and rapid recovery on stopping. 	Entacapone.pdf	1	T_1_3
LV_350	Entrectinib	25141092	1	3	Cholestasis and jaundice	Jaundice	E	Thus, in preregistration trials of entrectinib there were no instances of clinically apparent liver injury with jaundice, but therapy was associated with a high rate of serum ALT elevations and the total clinical experience with its use has been limited.	Entrectinib.pdf	2	T_1_3
LV_351	Enzalutamide	15951529	0	3	NO_HLT	NO_PT	E	In addition, clinically apparent liver injury with jaundice was not reported in the preregistration trials of enzalutamide, and clinically apparent liver injury and hepatitis are not mentioned in the product label. 	Enzalutamide.pdf	1	T_0_3
LV_352	Epigallocatechin Gallate	65064	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	C	 Liver histology suggested drug induced liver injury rather than autoimmune hepatitis. Th e injury resolved once the nutritional supplement was stopped, but in some cases corticosteroids were used.	SLIMQUICK.pdf	2	T_1_3
LV_353	Epirubicin	41867	1	3	Cholestasis and jaundice	Jaundice	E	instances of acute liver injury with symptoms and jaundice have been reported with doxorubicin and rarely also with epirubicin and idarubicin.	DoxorubicinEpirubici.pdf	1	T_1_3
LV_354	Eplerenone	443872	0	3	NO_HLT	NO_PT	E	The similarity in structure to spironolactone suggests that it may share susceptibility to the acute liver injury reported rarely with that agent.	Eplerenone.pdf	1	T_0_3
LV_355	Epoprostenol [Prostacyclin]	5282411	0	3	NO_HLT	NO_PT	E	Epoprostenol has not been associated with serum enzyme elevations above the rate in control subjects and has not been linked to instances of clinically apparent acute liver injury.	ProstacyclinAnalogs.pdf	1	T_0_3
LV_356	Eprosartan	5281037	0	3	NO_HLT	NO_PT	E	No specific instances of clinically apparent acute liver injury have been reported in association with eprosartan therapy, but like other ARBs, it may be associated with rare instances of symptomatic hepatotoxicity.	Eprosartan.pdf	1	T_0_3
LV_357	Eprosartan	5281037	0	3	NO_HLT	NO_PT	E	No specific instances of clinically apparent acute liver injury have been reported in association with eprosartan therapy, but like other ARBs, it may be associated with rare instances of symptomatic hepatotoxicity.	Eprosartan.pdf	1	T_0_3
LV_358	Eravacycline	54726192	0	3	NO_HLT	NO_PT	E	There were no instances of clinically apparent liver injury that could be attributed to eravacycline.	Eravacycline.pdf	1	T_0_3
LV_359	Erdafitinib	67462786	1	3	Hepatic enzymes and function abnormalities	Hepatic function abnormal	E	In the prelicensure clinical trials of erdafitinib in patients with urothelial carcinoma, liver test abnormalities were frequent although usually mild.	Erdafitinib.pdf	1	T_1_3
LV_360	Ergocalciferol	5280793	0	3	NO_HLT	NO_PT	E	Neither normal nor excessively high intakes of vitamin D are associated with liver injury or liver test abnormalities. 	VitaminD.pdf	2	T_0_3
LV_361	Ergotamine	8223	0	3	NO_HLT	NO_PT	E	 the ergotamines have not been implicated in cases of clinically apparent liver injury and product labels do not mention ALT elevations or liver injury as potential adverse events.	ErgotAlkaloids.pdf	1	T_0_3
LV_362	Eribulin	11354606	0	3	NO_HLT	NO_PT	E*	Nevertheless, despite high rates of serum enzyme elevations during treatment, cases of clinically apparent liver injury have not been reported in detail and must be rare.	Eribulin.pdf	1	T_0_3
LV_363	Erlotinib	176870	1	3	Hepatocellular damage and hepatitis NEC	Mixed liver injury	B	The rate of clinically significant liver injury and hepatic failure is increased in patients with preexisting cirrhosis or hepatic impairment due to liver tumor burden.	Erlotinib.pdf	2	T_1_3
LV_364	Ertapenem	150610	1	3	Cholestasis and jaundice	Jaundice cholestatic	E*	Nevertheless, several instances of cholestatic jaundice arising during or shortly after therapy have been reported with other carbapenems. The latency to onset has been within 1 to 3 weeks and the pattern of enzyme elevations is usually cholestatic.	Doripenem.pdf	1	T_1_3
LV_365	Ertapenem	150610	1	3	Cholestasis and jaundice	Jaundice cholestatic	E*	Nevertheless, several instances of cholestatic jaundice arising during or shortly after therapy have been reported with other carbapenems. 	Ertapenem.pdf	1	T_1_3
LV_366	Ertugliflozin	44814423	1	3	Cholestasis and jaundice	Jaundice	E	During prelicensure studies, no instances of clinically apparent acute liver injury were convincingly linked to use of the SGLT-2 inhibitors, and serum enzyme elevations accompanied by jaundice occurred equally in the actively treated and placebo groups.	SGLT-2_Inhibitors.pdf	2	T_1_3
LV_367	Erythromycin	12560	1	3	Cholestasis and jaundice	Hepatitis cholestatic	A	The hepatotoxicity of erythromycin resembles that described in other macrolide antibiotics and is typically a mild and self-limiting cholestatic hepatitis.	Erythromycin.pdf	1	T_1_3
LV_368	Escitalopram	146570	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	C	Rare instances of acute, clinically apparent episodes of liver injury with marked liver enzyme elevations with or without jaundice have been reported in patients on citalopram and escitalopram.	CitalopramEscitalopr.pdf	1	T_1_3
LV_369	Esketamine	182137	0	3	NO_HLT	NO_PT	E*	There has been little clinical experience with long term use of esketamine, but no instances of clinically apparent liver injury have as yet been reported with its use.	Esketamine.pdf	2	T_0_3
LV_370	Eslicarbazepine	9881504	1	3	Cholestasis and jaundice	Jaundice	D	A single case of hepatitis with jaundice during eslicarbazepine therapy was also reported. 	Eslicarbazepine.pdf	1	T_1_3
LV_371	Esmolol	59768	0	3	NO_HLT	NO_PT	E	Thus , hepatotoxicity due to esmolol must be very rare, if it occurs at all. Most commonly used beta-blockers have been linked to rare instances of clinically apparent liver injury, typically with onset within 2 to 12 weeks, a hepatocellular pattern of liver enzyme elevations, rapid recovery upon withdrawal, and little evidence of hypersensitivity (rash, fever, eosinophilia) or autoantibody formation. Similar instances have not been reported after esmolol use.	Esmolol.pdf	1	T_0_3
LV_372	Esomeprazole	9568614	1	3	Hepatic failure and associated disorders	Acute hepatic failure	B	In large case series of drug induced liver injury, omeprazole and esomeprazole have accounted for few instances of symptomatic acute liver injury and rare instances of acute liver failure.	Omeprazole.pdf	2	T_1_3
LV_373	Estazolam	3261	0	3	NO_HLT	NO_PT	E	clinically apparent liver injury from estazolam is extremely rare, if it occurs at all. There have been no case reports of symptomatic, acute liver injury from estazolam. 	Estazolam.pdf	1	T_0_3
LV_374	Estradiol(17-β)	5757	1	3	Hepatic failure and associated disorders	Hepatic failure	E*	"Nevertheless, the product label for fulvestrant mentions that ""hepatitis and liver failure have been reported infrequently (<1%)"""	Fulvestrant.pdf	1	T_1_3
LV_375	Eszopiclone	969472	0	3	NO_HLT	NO_PT	E	In multiple premarketing randomized controlled trials, eszopiclone was not associated with an increased rate of serum enzyme elevations in comparison to placebo therapy, and no instance of clinically apparent liver injury was reported.	Eszopiclone.pdf	1	T_0_3
LV_376	Ethacrynic Acid	3278	0	3	NO_HLT	NO_PT	E	The cause of the rare occurrence of clinically apparent liver injury associated with the loop diuretics is not known. These agents are metabolized minimally by the liver and generally have rapid renal excretion.	LoopDiuretics.pdf	2	T_0_3
LV_377	Ethambutol	14052	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	C	Other case reports have described liver injury occurring in the context of DRESS syndrome, arising within 2 to 6 weeks of starting antituberculosis therapy with fever, rash, eosinophilia and other organ involvement such as liver, kidney and lung.	Ethambutol.pdf	2	T_1_3
LV_378	Ethionamide	2761171	1	3	Hepatocellular damage and hepatitis NEC	Liver injury	B	The time to onset and clinical features of hepatic injury due to ethionamide resemble those of isoniazid, the latency ranging from 2 weeks to more than 6 months after starting (most arise within 1 to 3 months), and the pattern of enzyme elevations typically being hepatocellular and resembling acute viral hepatitis.	Ethionamide.pdf	1	T_1_3
